Collectivite,type,population,score_sub,score_marches_pub,annee_score
COMMUNE DE MAZANGE,COM,846.0,E,E,2024
COMMUNE LAMPAUL PLOUDALMEZEAU,COM,846.0,E,C,2024
COMMUNE DE VITRAC,COM,846.0,E,E,2024
COMMUNE DE CUGUEN,COM,846.0,E,C,2024
COMMUNE DE CHAVAGNES-LES-REDOUX,COM,846.0,E,E,2024
COMMUNE DE TORCHEFELON,COM,846.0,E,E,2024
COMMUNE DE LE VIGEAN,COM,846.0,E,E,2024
COMMUNE DE DANNEMOIS,COM,845.0,E,E,2024
COMMUNE DE THAL MARMOUTIER,COM,845.0,E,E,2024
COMMUNE D'ETAIMPUIS,COM,845.0,E,E,2024
COMMUNE DE LIGNAN DE BORDEAUX,COM,845.0,E,E,2024
COMMUNE D ALLOS,COM,845.0,E,C,2024
COMMUNE DE LIMALONGES,COM,845.0,E,C,2024
COMMUNE DE MONTREUIL,COM,845.0,E,E,2024
COMMUNE DE DURMENACH,COM,845.0,E,E,2024
COMMUNE DE SAINT SAUD LACOUSSIERE,COM,845.0,E,E,2024
COMMUNE DE BOLQUERE,COM,845.0,E,C,2024
COMMUNE DE SAINT HILAIRE LES PLACES,COM,845.0,E,E,2024
COMMUNE DE LEUHAN,COM,845.0,E,E,2024
COMMUNE DE QUEIGE,COM,844.0,E,C,2024
COMMUNE DE PETIT LANDAU,COM,844.0,E,E,2024
COMMUNE LE VAL DE GUEBLANGE,COM,844.0,E,E,2024
COMMUNE DE MONTRELAIS,COM,844.0,E,E,2024
COMMUNE DE HESDIGNEUL LES BETHUNE,COM,844.0,E,E,2024
COMMUNE DE KERFOURN,COM,844.0,E,E,2024
COMMUNE DE GLAIRE,COM,844.0,E,C,2024
COMMUNE D'ETOUVANS,COM,844.0,E,E,2024
COMMUNE DE NOYELLES SOUS BELLONNE,COM,843.0,E,E,2024
COMMUNE DE LA RUE SAINT PIERRE,COM,843.0,E,E,2024
COMMUNE SAINT OUEN EN BRIE,COM,843.0,E,E,2024
COMMUNE DE HERMIVAL LES VAUX,COM,843.0,E,E,2024
COMMUNE DE POUILLEY FRANCAIS,COM,843.0,E,C,2024
COMMUNE DE MARILLAC LE FRANC,COM,843.0,E,E,2024
COMMUNE D'AUGIGNAC,COM,843.0,E,E,2024
COMMUNE DE LEPANGES SUR VOLOGNE,COM,843.0,E,E,2024
COMMUNE DE MEZOS,COM,842.0,E,E,2024
COMMUNE DE MAREUIL CAUBERT,COM,842.0,E,E,2024
COMMUNE DE DENAT,COM,842.0,E,E,2024
COMMUNE DE SAINT ANDRE SUR CAILLY,COM,842.0,E,E,2024
COMMUNE DE HAUTEFORT,COM,842.0,E,E,2024
COMMUNE DE CHAMBOST ALLIERES,COM,842.0,E,A,2024
COMMUNE DE TRESPOUX RASSIELS,COM,842.0,E,E,2024
COMMUNE DE FONTIVILLIE,COM,842.0,E,E,2024
COMMUNE DE GAUCIEL,COM,842.0,E,E,2024
COMMUNE DE SAINT DERRIEN,COM,842.0,E,E,2024
COMMUNE D ANSAC SUR VIENNE,COM,842.0,E,E,2024
COMMUNE DE SANILHAC-SAGRIES,COM,842.0,E,C,2024
COMMUNE DE BUJALEUF,COM,842.0,E,E,2024
COMMUNE SOISY BOUY,COM,842.0,E,E,2024
COMMUNE DE THIEMBRONNE,COM,842.0,E,E,2024
COMMUNE DE BOUVAINCOURT SUR BRESLE,COM,842.0,E,E,2024
COMMUNE DE VAUX,COM,842.0,E,E,2024
COMMUNE DE PRUILLE L'EGUILLE,COM,841.0,E,E,2024
COMMUNE DE VERZE,COM,841.0,E,E,2024
COMMUNE DE MUILLE VILLETTE,COM,841.0,E,E,2024
COMMUNE DE PREUX AU BOIS,COM,841.0,E,E,2024
COMMUNE DE BRAINS SUR GEE,COM,841.0,E,E,2024
COMMUNE D EPUISAY,COM,841.0,E,E,2024
COMMUNE DE PELLEAUTIER,COM,841.0,E,E,2024
COMMUNE DE NANCAY,COM,841.0,E,E,2024
COMMUNE D HILSPRICH,COM,841.0,E,E,2024
COMMUNE DE PEYRELEVADE,COM,841.0,E,E,2024
COMMUNE DE SAINT-PAUL-MONT-PENIT,COM,841.0,E,C,2024
COMMUNE DE VIMONT,COM,841.0,E,E,2024
COMMUNE DE GREZIEU LE MARCHE,COM,840.0,E,C,2024
COMMUNE DE MISSON,COM,840.0,E,E,2024
COMMUNE DE VANDONCOURT,COM,840.0,E,E,2024
COMMUNE DE SAINT PIERRE EN PORT,COM,840.0,E,E,2024
COMMUNE DE LEUTENHEIM,COM,840.0,E,E,2024
COMMUNE DE LA CHAPELLE-AUX-FILTZMEENS,COM,840.0,E,E,2024
COMMUNE DE CLION,COM,840.0,E,E,2024
COMMUNE DE LESDINS,COM,840.0,E,E,2024
COMMUNE DE MARCENAIS,COM,840.0,E,E,2024
COMMUNE DE MONTAULIN,COM,839.0,E,E,2024
COMMUNE DE SAINT AOUT,COM,839.0,E,E,2024
COMMUNE DE GLISY,COM,839.0,E,E,2024
COMMUNE DE LA JONCHERE SAINT MAURICE,COM,839.0,E,E,2024
COMMUNE DE SAINT MARTIN DE LA BRASQUE,COM,839.0,E,E,2024
COMMUNE JAVERLHAC & CHAPELLE ST ROBERT,COM,839.0,E,C,2024
COMMUNE DE GALFINGUE,COM,839.0,E,E,2024
COMMUNE DE PUISSEGUIN,COM,839.0,E,E,2024
COMMUNE DE ST BONNET SUR GIRONDE,COM,839.0,E,E,2024
COMMUNE DE MARCILLAC SAINT QUENTIN,COM,838.0,E,E,2024
COMMUNE RAMPILLON,COM,838.0,E,E,2024
COMMUNE DE GOUVIX,COM,838.0,E,E,2024
COMMUNE DE MONDEVERT,COM,838.0,E,E,2024
COMMUNE D'AUZITS,COM,838.0,E,E,2024
COMMUNE DE ALLUYES,COM,838.0,E,E,2024
COMMUNE DE BREGNIER CORDON,COM,838.0,E,E,2024
COMMUNE DE BETTVILLER,COM,837.0,E,E,2024
COMMUNE DE SAINT GERMAIN DE LA COUDRE,COM,837.0,E,E,2024
COMMUNE DE COUVROT,COM,837.0,E,E,2024
COMMUNE DE LISLE,COM,837.0,E,E,2024
COMMUNE DE VOUZAN,COM,837.0,E,C,2024
COMMUNE DE CORCELLES-LES-CITEAUX,COM,837.0,E,E,2024
COMMUNE DE SAINT HONORE,COM,837.0,E,E,2024
COMMUNE DE SERBANNES,COM,837.0,E,E,2024
COMMUNE DE SAINT JEAN DE FOLLEVILLE,COM,837.0,E,E,2024
COMMUNE DE SPINCOURT,COM,837.0,E,E,2024
COMMUNE DE SAINT-AUGUSTIN,COM,836.0,E,E,2024
COMMUNE DE ADE,COM,836.0,E,E,2024
COMMUNE DE SAINT SULPICE LAURIERE,COM,836.0,E,E,2024
COMMUNE DE DHUYS ET MORIN-EN-BRIE,COM,836.0,E,E,2024
COMMUNE DE BONNAY,COM,836.0,E,E,2024
COMMUNE DE MONTREUIL L ARGILLE,COM,836.0,E,E,2024
COMMUNE DE POULAINES,COM,836.0,E,E,2024
COMMUNE DE PLACHY BUYON,COM,836.0,E,E,2024
COMMUNE DE BEAUREGARD,COM,836.0,E,E,2024
COMMUNE DE PUYVERT,COM,836.0,E,E,2024
COMMUNE DE QUILLEBEUF SUR SEINE,COM,835.0,E,E,2024
COMMUNE DE SAALES,COM,835.0,E,E,2024
COMMUNE DE VILLE SUR JARNIOUX,COM,835.0,E,E,2024
COMMUNE DE RAUCOURT ET FLABA,COM,835.0,E,E,2024
COMMUNE DE SAIGNES,COM,835.0,E,C,2024
COMMUNE D AMAILLOUX,COM,835.0,E,E,2024
COMMUNE DE SAINT FIRMIN DES PRES,COM,835.0,E,E,2024
COMMUNE DE SAINT POTAN,COM,835.0,E,C,2024
COMMUNE DE SAINT VICTOR MALESCOURS,COM,834.0,E,C,2024
COMMUNE DE BAREMBACH,COM,834.0,E,E,2024
COMMUNE DE SAUTERNES,COM,834.0,E,C,2024
COMMUNE DE SAINT ETIENNE AU TEMPLE,COM,834.0,E,E,2024
COMMUNE DE PLESNOIS,COM,834.0,E,C,2024
COMMUNE DE GAVRELLE,COM,834.0,E,E,2024
COMMUNE DES DESERTS,COM,834.0,E,E,2024
COMMUNE DE PONTS ET MARAIS,COM,834.0,E,E,2024
COMMUNE DU PIN,COM,834.0,E,E,2024
COMMUNE DE LA CELLE-SAINT-CYR,COM,833.0,E,E,2024
COMMUNE DE SAINT CYBARDEAUX,COM,833.0,E,E,2024
COMMUNE D'ANGE,COM,833.0,E,E,2024
COMMUNE DE MARON,COM,833.0,E,E,2024
COMMUNE DE FERRETTE,COM,833.0,E,E,2024
COMMUNE DE BONNEVILLE LA LOUVET,COM,833.0,E,E,2024
COMMUNE ETREPILLY,COM,833.0,E,E,2024
COMMUNE DE BREITENBACH HAUT RHIN,COM,833.0,E,E,2024
COMMUNE DE CIZE,COM,833.0,E,E,2024
COMMUNE DE BRULLIOLES,COM,833.0,E,E,2024
COMMUNE DE GENOLHAC,COM,833.0,E,E,2024
COMMUNE DE SAINT SAVIN,COM,833.0,E,E,2024
COMMUNE DE UCHIZY,COM,833.0,E,C,2024
COMMUNE DE SAVENES,COM,832.0,E,E,2024
COMMUNE DE COURCELLES LES GISORS,COM,832.0,E,E,2024
COMMUNE D ESPINASSES,COM,832.0,E,E,2024
COMMUNE DE ECOUIS,COM,832.0,E,E,2024
COMMUNE D ENTREVAUX,COM,831.0,E,E,2024
COMMUNE DE PONT NOYELLES,COM,831.0,E,E,2024
COMMUNE DE PLEBOULLE,COM,831.0,E,E,2024
COMMUNE DE GIAT,COM,831.0,E,E,2024
COMMUNE DE MOULIHERNE,COM,831.0,E,E,2024
COMMUNE DE LULLIN,COM,831.0,E,E,2024
COMMUNE DE VAINS,COM,831.0,E,E,2024
COMMUNE DE CHAUVIGNE,COM,830.0,E,C,2024
COMMUNE DE THIVENCELLE,COM,830.0,E,E,2024
COMMUNE DE SAINT GERMAINMONT,COM,830.0,E,E,2024
COMMUNE DE LOCQUENOLE,COM,830.0,E,E,2024
COMMUNE D AWOINGT,COM,830.0,E,E,2024
COMMUNE DE LAVARE,COM,830.0,E,C,2024
COMMUNE D'AUTREVILLE,COM,830.0,E,E,2024
COMMUNE DE BRACH,COM,830.0,E,E,2024
COMMUNE DE NANCHEZ,COM,829.0,E,E,2024
COMMUNE DE GAUCHIN VERLOINGT,COM,829.0,E,E,2024
COMMUNE DE SOLEYMIEU,COM,829.0,E,E,2024
COMMUNE D AUSSEVIELLE,COM,829.0,E,E,2024
COMMUNE DE BOIS BERNARD,COM,829.0,E,E,2024
COMMUNE DE TINCQUES,COM,829.0,E,E,2024
COMMUNE REUIL EN BRIE,COM,829.0,E,E,2024
COMMUNE DE CHAUDES AIGUES,COM,829.0,E,E,2024
COMMUNE DE TURENNE,COM,829.0,E,E,2024
COMMUNE DE SAINT OUEN DU BREUIL,COM,829.0,E,E,2024
COMMUNE DE CONDEISSIAT,COM,829.0,E,E,2024
COMMUNE DE BELHOMERT GUEHOUVILLE,COM,829.0,E,E,2024
COMMUNE DE CASTELS ET BEZENAC,COM,829.0,E,E,2024
COMMUNE DE MONT D'ORIGNY,COM,829.0,E,E,2024
COMMUNE DE BALLERSDORF,COM,829.0,E,E,2024
COMMUNE DE HESDIGNEUL LES BOULOGNE,COM,828.0,E,E,2024
COMMUNE DE OSTHOFFEN,COM,828.0,E,E,2024
COMMUNE DE SELOMMES,COM,828.0,E,E,2024
COMMUNE DE VALDELAUME,COM,828.0,E,E,2024
COMMUNE DE FAUGUEROLLES,COM,828.0,E,E,2024
COMMUNE DE MARESCHES,COM,828.0,E,E,2024
COMMUNE DE VRIGNY,COM,827.0,E,C,2024
COMMUNE DE LA CHAPELLE VENDOMOISE,COM,827.0,E,E,2024
COMMUNE DE BONNUT,COM,827.0,E,E,2024
COMMUNE DE NAISEY LES GRANGES,COM,827.0,E,C,2024
COMMUNE DE SAINT REMY DU PLAIN,COM,827.0,E,C,2024
COMMUNE DE BUDOS,COM,827.0,E,E,2024
COMMUNE DE BELLIGNIES,COM,827.0,E,E,2024
COMMUNE DE COURNON,COM,827.0,E,E,2024
COMMUNE DE VANTOUX,COM,827.0,E,E,2024
COMMUNE DE SAINT MEARD DE GURCON,COM,826.0,E,C,2024
COMMUNE DE MACHEMONT,COM,826.0,E,E,2024
COMMUNE DE VILLERBON,COM,826.0,E,E,2024
COMMUNE DE SOUGY,COM,826.0,E,E,2024
COMMUNE DE JUVARDEIL,COM,826.0,E,E,2024
COMMUNE DE MONTFARVILLE,COM,826.0,E,E,2024
COMMUNE DE LUPSTEIN,COM,826.0,E,E,2024
COMMUNE DE BLIGNY-SUR-OUCHE,COM,826.0,E,E,2024
COMMUNE DE CHAMPIGNY SUR VEUDE,COM,826.0,E,E,2024
COMMUNE DE NOYELLES SUR ESCAUT,COM,826.0,E,E,2024
COMMUNE DE MARCY,COM,826.0,E,E,2024
COMMUNE DE LE CHAY,COM,826.0,E,E,2024
COMMUNE DE FLANGEBOUCHE,COM,826.0,E,E,2024
COMMUNE DE COMBON,COM,826.0,E,E,2024
COMMUNE D'AZERABLES,COM,826.0,E,A,2024
COMMUNE DE SAINT HILAIRE COTTES,COM,826.0,E,E,2024
COMMUNE DE VENESMES,COM,826.0,E,E,2024
COMMUNE DE BALLON,COM,826.0,E,E,2024
COMMUNE DE MERCEUIL,COM,826.0,E,E,2024
COMMUNE DE COARAZE,COM,825.0,E,E,2024
COMMUNE DE GRAVELOTTE,COM,825.0,E,E,2024
COMMUNE DE SAINT MARTIN DE BERNEGOUE,COM,825.0,E,E,2024
COMMUNE DE SAINT JOSEPH,COM,825.0,E,E,2024
COMMUNE DE NOUATRE,COM,825.0,E,E,2024
COMMUNE DE MOSNES,COM,825.0,E,E,2024
COMMUNE DE MONTBREHAIN,COM,825.0,E,E,2024
COMMUNE DE MARAT,COM,825.0,E,E,2024
COMMUNE DE RUFFIEUX,COM,825.0,E,E,2024
COMMUNE D'OULCHY-LE-CHATEAU,COM,825.0,E,E,2024
COMMUNE DE CHASPUZAC,COM,824.0,E,C,2024
COMMUNE DE RANTZWILLER,COM,824.0,E,E,2024
COMMUNE DE SAULNIERES,COM,824.0,E,E,2024
COMMUNE DE SAINTE HELENE DU LAC,COM,824.0,E,C,2024
COMMUNE CHAMPEAUX,COM,824.0,E,C,2024
COMMUNE DE BAMBECQUE,COM,824.0,E,E,2024
COMMUNE DE SOUZY,COM,824.0,E,E,2024
COMMUNE DE FLUMET,COM,824.0,E,C,2024
COMMUNE DE LE TOURNE,COM,824.0,E,E,2024
COMMUNE DE PARS-LES-ROMILLY,COM,824.0,E,E,2024
COMMUNE DE DOUZILLAC,COM,824.0,E,E,2024
COMMUNE DE SAIGUEDE,COM,824.0,E,E,2024
COMMUNE DE PALAMINY,COM,824.0,E,A,2024
COMMUNE LES MAILLYS,COM,824.0,E,C,2024
COMMUNE AMILLIS,COM,823.0,E,E,2024
COMMUNE DE MATTAINCOURT,COM,823.0,E,E,2024
COMMUNE DE VILLETHIERRY,COM,823.0,E,E,2024
COMMUNE DE WALDWISSE,COM,823.0,E,E,2024
COMMUNE DE CHEVINCOURT,COM,823.0,E,E,2024
COMMUNE DE MONTSALVY,COM,823.0,E,E,2024
COMMUNE DE PONT EN ROYANS,COM,823.0,E,E,2024
COMMUNE DE LAFITTE SUR LOT,COM,823.0,E,E,2024
COMMUNE DE CHANNAY SUR LATHAN,COM,823.0,E,E,2024
COMMUNE DE MARSAC,COM,823.0,E,E,2024
COMMUNE DE ST PRIX,COM,823.0,E,E,2024
COMMUNE DE JAULDES,COM,823.0,E,E,2024
COMMUNE DE COIN LES CUVRY,COM,823.0,E,E,2024
COMMUNE LE LONZAC,COM,823.0,E,E,2024
COMMUNE DE VERGEAL,COM,823.0,E,E,2024
COMMUNE DE SCHAEFFERSHEIM,COM,823.0,E,E,2024
COMMUNE DE TROISVILLES,COM,822.0,E,E,2024
COMMUNE DE CRAMOISY,COM,822.0,E,E,2024
COMMUNE DE SAINT CHRISTOPHE SUR GUIERS,COM,822.0,E,E,2024
COMMUNE DE SEPTMONCEL LES MOLUNES,COM,822.0,E,E,2024
COMMUNE DE POUILLE,COM,822.0,E,E,2024
COMMUNE DE ESCUROLLES,COM,822.0,E,E,2024
COMMUNE DE L'ABERGEMENT DE CUISERY,COM,822.0,E,E,2024
COMMUNE D'ANGLURE,COM,822.0,E,E,2024
COMMUNE DE LANDRY,COM,822.0,E,C,2024
COMMUNE ISLES LES MELDEUSES,COM,821.0,E,E,2024
COMMUNE DE SAINT-JEAN-DE-THURIGNEUX,COM,821.0,E,E,2024
COMMUNE DE NAIVES ROSIERES,COM,821.0,E,E,2024
COMMUNE DE CHEMINOT,COM,821.0,E,E,2024
COMMUNE DE CHENEX,COM,821.0,E,E,2024
COMMUNE DE HATTSTATT,COM,821.0,E,E,2024
COMMUNE DE MARCILLAC LA CROISILLE,COM,821.0,E,E,2024
COMMUNE SAINT BRICE,COM,821.0,E,E,2024
COMMUNE DE PLOUGAR,COM,821.0,E,C,2024
COMMUNE DE LEMPS,COM,821.0,E,E,2024
COMMUNE DE L ABERGEMENT-CLEMENCIAT,COM,821.0,E,E,2024
COMMUNE DE GUILLERVAL,COM,821.0,E,E,2024
COMMUNE DE SIDEVILLE,COM,821.0,E,E,2024
COMMUNE DE BADEVEL,COM,821.0,E,E,2024
COMMUNE DE SAINT NAZAIRE EN ROYANS,COM,821.0,E,E,2024
COMMUNE DE SAINT SERVANT,COM,820.0,E,E,2024
COMMUNE DE CLETY,COM,820.0,E,C,2024
COMMUNE DE MESIGNY,COM,820.0,E,C,2024
COMMUNE DE BARBERY,COM,820.0,E,E,2024
COMMUNE DE LE BOULAY MORIN,COM,820.0,E,E,2024
COMMUNE DE LAROQUEBROU,COM,820.0,E,E,2024
COMMUNE DE LA CHAPELLE-GLAIN,COM,820.0,E,E,2024
COMMUNE DE MUNCHHAUSEN,COM,820.0,E,E,2024
COMMUNE DE SAINT ROMAIN EN VIENNOIS,COM,820.0,E,E,2024
COMMUNE DE MOURMELON LE PETIT,COM,820.0,E,E,2024
COMMUNE DE VERQUIERES,COM,820.0,E,E,2024
COMMUNE GRESSY,COM,820.0,E,E,2024
COMMUNE DE SAINT MARTIAL DE VALETTE,COM,819.0,E,C,2024
COMMUNE DE MOGNENEINS,COM,819.0,E,E,2024
COMMUNE DE SIAUGUES SAINTE MARIE,COM,819.0,E,C,2024
COMMUNE DE NOTRE DAME DE BLIQUETUIT,COM,819.0,E,E,2024
COMMUNE DE ZELLWILLER,COM,819.0,E,E,2024
COMMUNE DE GRISELLES,COM,819.0,E,E,2024
COMMUNE DE BOURG ET COMIN,COM,819.0,E,E,2024
COMMUNE DE ST SYMPHORIEN SOUS CHOMERAC,COM,819.0,E,E,2024
COMMUNE DE MARGERIE CHANTAGRET,COM,819.0,E,E,2024
COMMUNE DE COURCAY,COM,819.0,E,E,2024
COMMUNE DE ALLEREY SUR SAONE,COM,819.0,E,E,2024
COMMUNE DE TREVENEUC,COM,819.0,E,E,2024
COMMUNE DE VENDEUVRE,COM,818.0,E,E,2024
COMMUNE DE KALHAUSEN,COM,818.0,E,E,2024
COMMUNE D'ATTIN,COM,818.0,E,E,2024
COMMUNE DE VEZELIN-SUR-LOIRE,COM,818.0,E,C,2024
COMMUNE DE LA FEUILLADE,COM,818.0,E,E,2024
COMMUNE DE GER,COM,818.0,E,E,2024
COMMUNE COMPANS,COM,818.0,E,C,2024
COMMUNE DE OFFWILLER,COM,818.0,E,E,2024
COMMUNE DE FARGES LES CHALON,COM,818.0,E,E,2024
COMMUNE DE DORANS,COM,818.0,E,E,2024
COMMUNE DE TOURGEVILLE,COM,818.0,E,E,2024
COMMUNE DE VAL-D'AUGE,COM,818.0,E,E,2024
COMMUNE DE POUGNY,COM,817.0,E,E,2024
COMMUNE DE BERNEUIL EN BRAY,COM,817.0,E,C,2024
COMMUNE DE MONS,COM,817.0,E,E,2024
COMMUNE DE TALASANI,COM,817.0,E,E,2024
COMMUNE DE CANALS,COM,817.0,E,E,2024
COMMUNE DE UHART CIZE,COM,817.0,E,E,2024
COMMUNE DE LES GRAS,COM,817.0,E,E,2024
COMMUNE DE PONTMAIN,COM,816.0,E,E,2024
COMMUNE DE SAINTE-GEMMES-LE-ROBERT,COM,816.0,E,E,2024
COMMUNE DE TORCY LE GRAND,COM,816.0,E,E,2024
COMMUNE DE DRAGEY RONTHON,COM,816.0,E,E,2024
COMMUNE DE MONSTEROUX MILIEU,COM,816.0,E,E,2024
COMMUNE DE TOURS EN VIMEU,COM,816.0,E,E,2024
COMMUNE DE CAUNEILLE,COM,816.0,E,E,2024
COMMUNE D EROME,COM,816.0,E,E,2024
COMMUNE DE BARBAIRA,COM,815.0,E,E,2024
COMMUNE D'ESCOVILLE,COM,815.0,E,C,2024
COMMUNE DE LOGUIVY PLOUGRAS,COM,815.0,E,E,2024
COMMUNE DE WITTERSDORF,COM,815.0,E,E,2024
COMMUNE DORMELLES,COM,815.0,E,E,2024
COMMUNE DE RASTEAU,COM,815.0,E,E,2024
COMMUNE DE DOMMARTIN-LES-CUISEAUX,COM,815.0,E,E,2024
COMMUNE LA GENEVRAYE,COM,815.0,E,E,2024
COMMUNE DE SANSAIS,COM,815.0,E,E,2024
COMMUNE DE LA CELLE SUR LOIRE,COM,815.0,E,E,2024
COMMUNE DE SAINT-ANDRE-DE-BAGE,COM,815.0,E,E,2024
COMMUNE DE LOCRONAN,COM,815.0,E,E,2024
COMMUNE DE SAINT CONGARD,COM,815.0,E,E,2024
COMMUNE DE SAINT MARTIN SUR LE PRE,COM,814.0,E,E,2024
COMMUNE DE CHEZAL BENOIT,COM,814.0,E,E,2024
COMMUNE D IPPLING,COM,814.0,E,C,2024
COMMUNE DE SAINT-HILAIRE-LA-FORET,COM,814.0,E,E,2024
COMMUNE DE CASTELNAU MAGNOAC,COM,814.0,E,C,2024
COMMUNE DE SAINT FIRMIN,COM,814.0,E,E,2024
COMMUNE DE LASBORDES,COM,814.0,E,E,2024
COMMUNE DE MONTHOU SUR BIEVRE,COM,814.0,E,E,2024
COMMUNE DE DOULAINCOURT-SAUCOURT,COM,814.0,E,C,2024
COMMUNE DE CAUSSE ET DIEGE,COM,814.0,E,E,2024
COMMUNE DE LANVAUDAN,COM,814.0,E,C,2024
COMMUNE DE SIROS,COM,814.0,E,E,2024
COMMUNE DE OTTERSTHAL,COM,814.0,E,E,2024
COMMUNE DE COULANGES LA VINEUSE,COM,814.0,E,E,2024
COMMUNE DE VILLONS LES BUISSONS,COM,814.0,E,E,2024
COMMUNE DE DOMATS,COM,814.0,E,E,2024
COMMUNE DE SAINT-COME-ET-MARUEJOLS,COM,814.0,E,E,2024
COMMUNE DE SAINT REMY BOSCROCOURT,COM,813.0,E,E,2024
COMMUNE DE ELSENHEIM,COM,813.0,E,E,2024
COMMUNE DE RANSPACH,COM,813.0,E,C,2024
COMMUNE DE FRESNEY LE PUCEUX,COM,813.0,E,E,2024
COMMUNE D ASPRES SUR BUECH,COM,813.0,E,E,2024
COMMUNE DE SAINT SEVERIN,COM,813.0,E,E,2024
COMMUNE DE CRIQUETOT SUR OUVILLE,COM,813.0,E,E,2024
COMMUNE DE LA BOISSIERE ECOLE,COM,813.0,E,E,2024
COMMUNE DE SAINT SORNIN,COM,813.0,E,E,2024
COMMUNE DE MAISONSGOUTTE,COM,813.0,E,E,2024
COMMUNE DE MARCOUX,COM,813.0,E,E,2024
COMMUNE DE GORREVOD,COM,813.0,E,E,2024
COMMUNE DE BLANZAY,COM,812.0,E,E,2024
COMMUNE DE SURY AUX BOIS,COM,812.0,E,E,2024
COMMUNE DE GRUSSENHEIM,COM,812.0,E,E,2024
COMMUNE DE MUHLBACH SUR MUNSTER,COM,812.0,E,E,2024
COMMUNE DE LEAZ,COM,812.0,E,E,2024
COMMUNE D EYGLIERS,COM,812.0,E,E,2024
COMMUNE DE VAIRE,COM,812.0,E,E,2024
COMMUNE LE POET,COM,812.0,E,E,2024
COMMUNE DE BILLY,COM,812.0,E,E,2024
COMMUNE DE DAVAYE,COM,812.0,E,E,2024
COMMUNE DE PALLUD,COM,812.0,E,E,2024
COMMUNE DE PARCOUL-CHENAUD,COM,812.0,E,C,2024
COMMUNE DE PESSINES,COM,812.0,E,E,2024
COMMUNE DE MINIAC SOUS BECHEREL,COM,812.0,E,E,2024
COMMUNE DE ROUEZ,COM,812.0,E,E,2024
COMMUNE DE MALIGNY,COM,812.0,E,E,2024
COMMUNE DE ROUESSE-VASSE,COM,811.0,E,C,2024
COMMUNE DE CHATEAU CHERVIX,COM,811.0,E,E,2024
COMMUNE DE CARLA BAYLE,COM,811.0,E,E,2024
COMMUNE DE GROSVILLE,COM,811.0,E,E,2024
COMMUNE DU MESNIL REAUME,COM,811.0,E,E,2024
COMMUNE DE SILLANS LA CASCADE,COM,811.0,E,E,2024
COMMUNE DE TRAMOLE,COM,811.0,E,E,2024
COMMUNE DE LESQUIELLES SAINT GERMAIN,COM,811.0,E,E,2024
COMMUNE DE MENVILLE,COM,811.0,E,C,2024
COMMUNE CHALMAISON,COM,811.0,E,E,2024
COMMUNE DE CREMAREST,COM,811.0,E,E,2024
COMMUNE DE SALLENOVES,COM,811.0,E,C,2024
COMMUNE DE SAINT INGLEVERT,COM,810.0,E,E,2024
COMMUNE DE JAZENEUIL,COM,810.0,E,E,2024
COMMUNE DE CHALLAIN-LA-POTHERIE,COM,810.0,E,E,2024
COMMUNE DE VALLANS,COM,810.0,E,E,2024
COMMUNE D'ACQ,COM,810.0,E,E,2024
COMMUNE DE PALLUAU SUR INDRE,COM,810.0,E,E,2024
COMMUNE DE SAILLAT SUR VIENNE,COM,810.0,E,E,2024
COMMUNE DE MITTAINVILLIERS-VERIGNY,COM,810.0,E,E,2024
COMMUNE DE FRESNICOURT LE DOLMEN,COM,809.0,E,E,2024
COMMUNE D ARESSY,COM,809.0,E,E,2024
COMMUNE DE DAMPIERRE-SUR-LINOTTE,COM,809.0,E,E,2024
COMMUNE DE NAYEMONT LES FOSSES,COM,809.0,E,C,2024
COMMUNE DE SAINT MARCEL DE FELINES,COM,809.0,E,E,2024
COMMUNE DE VILLARIES,COM,809.0,E,C,2024
COMMUNE DE VILLEMADE,COM,809.0,E,E,2024
COMMUNE DE KERLAZ,COM,809.0,E,E,2024
COMMUNE DE FLAUJAC POUJOLS,COM,809.0,E,E,2024
COMMUNE DE MELICOCQ,COM,808.0,E,E,2024
COMMUNE DE BREVILLE SUR MER,COM,808.0,E,E,2024
COMMUNE DE SAINT NIZIER D AZERGUES,COM,808.0,E,C,2024
COMMUNE DE SAINT MAURICE SUR EYGUES,COM,808.0,E,E,2024
COMMUNE DE VOITEUR,COM,808.0,E,E,2024
COMMUNE DE GUEHENNO,COM,808.0,E,C,2024
COMMUNE DE SAINT MARTIN LE CHATEL,COM,807.0,E,E,2024
COMMUNE DE ROQUEFORT SUR GARONNE,COM,807.0,E,E,2024
COMMUNE DE MEYRANNES,COM,807.0,E,E,2024
COMMUNE DE CARENCY,COM,807.0,E,E,2024
COMMUNE DE LESCHERAINES,COM,807.0,E,C,2024
COMMUNE DE SAILLENARD,COM,807.0,E,E,2024
COMMUNE DE LA GRANDVILLE,COM,807.0,E,E,2024
COMMUNE DE CITERS,COM,807.0,E,E,2024
COMMUNE DE JALLANS,COM,807.0,E,E,2024
COMMUNE DE NOAILLY,COM,807.0,E,C,2024
COMMUNE DE LUZE,COM,807.0,E,E,2024
COMMUNE DE LARNOD,COM,807.0,E,E,2024
COMMUNE D'ACQUIN WESTBECOURT,COM,807.0,E,E,2024
COMMUNE DE NANCRAS,COM,807.0,E,E,2024
COMMUNE DE MANCIET,COM,807.0,E,E,2024
COMMUNE DE ALLANCHE,COM,806.0,E,E,2024
